id,name,flavors,race,positive_effects,negative_effects,medical_uses,Rating,Description
1898,Supernova,"['Pungent', 'Tropical', 'Sweet', 'Flowery']",hybrid,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Uplifted', 'Creative']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']",4.3,"Supernova, formerly called “Chronic,” is an indica-dominant hybrid from Amsterdam. Other cuts of Supernova have made their way to the U.S. with more sativa-slanted genetics. When grown properly, Supernova’s THC content reaches up to 25%."
1899,Superstar,"['Flowery', 'Earthy', 'Citrus', 'Blueberry', 'Strawberry']",hybrid,"['Relaxed', 'Euphoric', 'Focused', 'Uplifted', 'Happy']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Muscle Spasms']",4.0,"Superstar by Exotic Genetix is a sativa hybrid cross between their Starfighter and Supernatural strains. With traces of Grape God, the Flav, and Lemon Alien Dawg, this California strain delivers uplifting, cerebrally focused effects. Another variation from Delta 9 Labs in Amsterdam loops in a backcrossed Sensi Star and takes on indica-dominant genetics. Floral and citrus notes flavor Superstar, a strain that grows best indoors with a 58-day flowering period."
1900,Suzy Q,"['Pine', 'Minty', 'Earthy', 'Spicy/Herbal']",hybrid,"['Relaxed', 'Hungry', 'Uplifted', 'Sleepy', 'Focused', 'Talkative', 'Happy']","['Dry Mouth', 'Dry Eyes']","['Pain', 'Stress', 'Nausea', 'Headaches', 'Muscle Spasms']",4.3,"Suzy Q is a high CBD, low-THC strain with a piney taste that helps treat symptoms with little to no “high.” A great strain to add to the burgeoning world of CBD strains, this strain has be tested at upwards of 59:1 (CBD:THC). This hybrid is great for daytime use or by those who want to relieve chronic pain, nausea, arthritis, muscle spasms, and anxiety without psychoactive effects.     "
1901,Swazi Gold,"['Earthy', 'Woody', 'Pine', 'Citrus']",sativa,"['Hungry', 'Happy', 'Uplifted', 'Sleepy', 'Relaxed', 'Focused', 'Creative', 'Giggly']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']",3.7,"Swazi Gold is a sativa landrace strain from Africa known for its sweet, citrus flavor and fast-acting effects. Designed to withstand the harsh conditions of its mountainous homeland, Swazi Gold grows with ease and resilience, although growers will have to wait anywhere from 55 to 85 days for plants to finish flowering."
1902,Sweet Baby Jane,"['Citrus', 'Pine', 'Sweet', 'Pungent']",indica,"['Relaxed', 'Happy', 'Talkative', 'Sleepy', 'Tingly', 'Giggly', 'Hungry']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Inflammation']",4.3,"Sweet Baby Jane by Vashon Island Organics for Cresco Labs is an indica-dominant strain of the highest caliber. Known for its creeping sedative body buzz, this strain glues consumers to their seats, infusing the limbs with deep relaxation that slowly teeters toward sleep. Enjoy Sweet Baby Jane’s citrusy terpene profile and potent stress relieving effects in the evening. This Afgooey and Old Island Indica cross can also help relieve anxiety, minor pain, appetite loss, insomnia, and nausea while leading the consumer toward rest.  "
1903,Sweet Berry,"['Berry', 'Sweet', 'Blueberry', 'Sage']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Paranoid', 'Anxious']","['Pain', 'Stress', 'Fatigue', 'Spasticity']",4.2,"Sweet Berry is a hybrid cross between two flavor powerhouses, Chernobyl and Blueberry. Its Chernobyl parent is a sweet-smelling hybrid strain with floral and lime flavors, while the indica Blueberry lends deep notes of fruit and berry. Sun-grown at the Northern California Hillberry Farms, Sweet Berry offers long-lasting euphoric effects that focus themselves cerebrally."
1904,Sweet Black Angel,"['Sweet', 'Berry', 'Pine']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Sleepy']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Nausea']",4.7,"Samsara Seeds crossed two very different strains, the sativa-dominant Super Silver Haze and pure indica Black Domina, to create an easy-to-grow, quick-flowering indica-dominant hybrid that produces heavy yields of high-quality flowers. Sweet Black Angel presents a sweet musky odor with undertones of blackberry, and a relaxing body high most suitable for nighttime use for the treatment of pain, anxiety, and insomnia."
1905,Sweet Cheese,"['Cheese', 'Sweet', 'Chemical', 'Pungent']",sativa,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted', 'Relaxed', 'Focused']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Stress', 'Lack of Appetite', 'Fatigue']",4.3,"Sweet Cheese is a 70% sativa strain that combines the potency and unique flavor profiles of Cheese and Black Jack. Bred by Sweet Seeds, this strain was designed to  induce long-lasting relaxation throughout the body, coupled with intense cerebral euphoria. Sweet Cheese is marked by the fragrant fusion of cheese and spice, a combination of aromas found in few other cannabis varieties. Outdoor Sweet Cheese plants finish flowering in mid-October, while indoor plants bloom in 9 weeks."
1906,Sweet Deep Grapefruit,"['Grapefruit', 'Citrus', 'Grape', 'Sweet']",indica,"['Relaxed', 'Hungry', 'Euphoric', 'Sleepy', 'Happy']","['Dry Mouth', 'Dry Eyes']","['Insomnia', 'Pain', 'Stress', 'Inflammation', 'Muscle Spasms']",4.0,"Sweet Deep Grapefruit is an indica-dominant cross of Grapefruit and Blueberry genetics, bred by Dinafem Seeds. The intense, relaxing effects of the Sweet Deep Grapefruit cannabis strain are led by a unique fruity flavor and carry a captivating, sweet aroma that lures the senses."
1907,Sweet Diesel,"['Woody', 'Sweet', 'Diesel']",sativa,"['Relaxed', 'Happy', 'Energetic', 'Talkative', 'Uplifted', 'Euphoric', 'Giggly']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Headaches']",4.1,"Sweet Diesel is an earthy cross between Sour Diesel and OG Kush. Though this sativa is a member of the diesel family, its aroma is much lighter than typical diesels. Featuring a moderate fuel scent and earthy taste, Sweet Diesel is an easy strain for novice consumers. Like a true sativa, this strain provides a strong head-heavy sensation. Felt most in the face and eyes, this strain is great for easing stress and improving focus."
1908,Sweet Dream,"['Berry', 'Pungent', 'Earthy']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Giggly', 'Creative']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Stress', 'Cramps', 'Fatigue', 'Headaches']",4.6,"Sweet Dream by Colorado Seed Inc. combines a local Colorado favorite, Al’s Dream, with the newborn local legend, Gupta Kush. This union offers consumers the heady stimulation of Al’s Dream (an Albert Walker and Blue Dream cross) and the medical-grade potency of Gupta Kush all in one well-cured package. With piney and floral aromas, this strain smells of a still, dimly lit forest illuminated by stray pillars of light. Its effects may be useful for consumers seeking relief from stress, depression, and mild physical pain.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          "
1909,Sweet Dreams,"['Sweet', 'Lemon', 'Pine', 'Earthy', 'Skunk', 'Pungent']",hybrid,"['Relaxed', 'Hungry', 'Happy', 'Talkative', 'Sleepy', 'Uplifted']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']",4.3,"Sweet Dreams is an aptly named indica-dominant hybrid that is known for its tendency to creep up on consumers, leaving them deeply relaxed to the point of sleepiness. Though it has very strong aromas of skunk, berry, Kush, and ammonia, the smoke is quite smooth, with a unique musty-earth flavor. This strain can be very effective for treating muscle spasms, tremors, and neuropathic pain."
1910,Sweet Harlem Diesel,"['Pear', 'Citrus', 'Diesel', 'Sweet']",hybrid,"['Euphoric', 'Happy', 'Creative', 'Aroused', 'Talkative', 'Uplifted']",['Dry Eyes'],"['Depression', 'Pain', 'Lack of Appetite', 'Fatigue', 'Inflammation']",4.7,"Sweet Harlem Diesel by Sumo Seeds is a fascinating cross of European and American genetics. This strain was created by first crossing Old Afghani with Honey Rock (Super Widow x Swazi Poison). The Sweet Afghani cut was then crossed with a US cut of the famous Sour Diesel. The resulting union yields a unique hybrid with a citrus-diesel aroma and uplifting mental effects that keep the consumer alert while the subtle body effects settle into the limbs. Sweet Harlem Diesel won 3rd prize for Indoor at the 2017 Balearic Cup. Its breeder recommends utilizing this strain to help relieve stress, depression, and minor physical discomfort.    "
1911,Sweet Jane,"['Rose', 'Citrus', 'Sweet']",sativa,"['Happy', 'Creative', 'Focused', 'Aroused', 'Sleepy', 'Tingly']",['Dry Mouth'],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Headaches']",4.6,"Sweet Jane is a sweet-flavored sativa strain that provides an uplifting burst of cerebral energy ideal for daytime use. A selected cut of the famous Island Sweet Skunk, Sweet Jane carries an intense fruity aroma with notes of grapefruit, lemon, and mangos. Colorful calyxes spiral from the buds, woven in fiery hairs and powdered in a sugary coat of crystal resin. With an average THC content of 20% and a subtle CBD profile, Sweet Jane delivers nuanced effects perfect for both relaxing and getting things done."
1912,Sweet Kush,"['Citrus', 'Flowery', 'Lime', 'Sweet']",hybrid,"['Relaxed', 'Hungry', 'Euphoric', 'Energetic', 'Sleepy', 'Happy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches']",4.4,"Sweet Kush is the potent daughter of Sweet Tooth and OG Kush. Citrusy and sweet, Sweet Kush tastes just like a lemon drop candy. Combining the best of both cannabis types, this hybrid provides both head and body effects. After the first taste, consumers typically experience a cerebral sensation. A few minutes later, body effects begin to dominate, relaxing muscles and easing pain. Sweet Kush consumers may feel lazy and sedated, making this a good after work or nighttime strain. Novice cannabis consumers should exercise caution with this strain until they know how strongly it will affect them."
1913,Sweet Lafayette,"['Chestnut', 'Citrus', 'Earthy', 'Pine']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused', 'Aroused']",['Dizzy'],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']",3.6,"Sweet Lafayette is an 80% indica strain with mellow, dreamy qualities conducive to relaxation and stress relief. Bred by Nine Point Growth Industries in Washington using Frankenstein and Lemon OG Kush genetics, Sweet Lafayette buds are sweet and earthy with a touch of citrus flavor, and are raised in a soil medium."
1914,Sweet Nina,"['Citrus', 'Flowery', 'Pungent', 'Diesel', 'Skunk', 'Tobacco']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Focused', 'Uplifted']",['Dry Eyes'],"['Depression', 'Stress', 'Fatigue']",3.9,"Sweet Nina by Colorado Seed Inc. is a hybrid cross of Hindu Kush and Nina Limone. Nina Limone (another CO Seed Inc. cut) offers a bright citrus flavor and aroma while imbuing the consumer with a keen mental alertness. This mental energy finds a counterbalance in Hindu Kush, which offers soothing body effects that mellow the consumer into a state of physical relaxation. Sweet Nina is ideal for patients seeking relief from nausea, physical discomfort, and stress.  "
1915,Sweet Pebbles,"['Sweet', 'Berry', 'Blueberry', 'Citrus']",hybrid,"['Relaxed', 'Euphoric', 'Creative', 'Uplifted', 'Focused', 'Happy']",[],"['Depression', 'Pain', 'Cramps', 'Lack of Appetite', 'Inflammation']",4.8,"Sweet Pebbles, bred by Fire Bros. in Washington, is an aromatic hybrid strain with uplifting, happy effects. Those of you who love the strains Fruity Pebbles and Sour Pebbles are likely to appreciate the similar flavor profile of Sweet Pebbles, whose aroma is more floral than that of its sour-smelling relatives. Be prepared for Sweet Pebbles’ dreamy euphoria to lull your body into elevated relaxation while the mind wanders freely with creativity and focus."
1917,Sweet Tooth,"['Sweet', 'Berry', 'Earthy', 'Flowery']",indica,"['Relaxed', 'Hungry', 'Happy', 'Uplifted', 'Sleepy', 'Euphoric']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headaches']",4.2,"Sweet Tooth was awarded 1st place at the High Times Cannabis Cup in 2001, and as you could probably guess from the name, it has a sweet smell of flowers and berries that accompanies it. The potent colas of this balanced hybrid are candy-coated with trichomes, providing uplifted and euphoric effects that are great for combating stress and headaches. Bred by Barney’s Farm, Sweet Tooth’s genetics sprout from mixing landrace strains from Afghanistan, Hawaii, and Nepal."
1919,Swiss Bliss,"['Sweet', 'Citrus', 'Earthy']",hybrid,"['Hungry', 'Euphoric', 'Happy', 'Creative', 'Giggly', 'Talkative']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']",4.0,"Swiss Bliss has a rather infamous history. Plants from this strain are all descended from a Swiss sativa plant that was seized by the gendarme and eventually given asylum in Holland at Paradise Seeds. The plant was hybridized with other strains to create the mostly sativa hybrid that is known as Swiss Bliss. These plants are hardy growers but do best indoors and flower at 9 weeks. Space may be a concern as they are known for their abundant branching, but when given the space, they can produce very high yields. Flowers usually show an abundance of frosty crystals and the aroma of sour fruit."
1920,Swiss Gold,"['Citrus', 'Diesel', 'Berry']",sativa,"['Relaxed', 'Hungry', 'Happy', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Headaches', 'Inflammation']",4.6,"Swiss Gold is a high-CBD strain from Northern California that is typically classified as a sativa and was bred by the late Lawrence Ringo. Ringo describes the structure of the strain as “pure indica, short and fat.” Swiss Gold regularly tests with CBD:THC ratios of 2:1, and carries an earthy aroma of fresh citrus. The relaxing effects reduce pain and stress while stimulating the appetite, and eventually cradle you to sleep. "
1923,Swiss Tsunami,"['Citrus', 'Earthy', 'Orange']",sativa,"['Relaxed', 'Happy', 'Uplifted', 'Focused', 'Giggly', 'Sleepy']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']",4.8,"Swiss Tsunami is a rare CBD-rich strain with a pungent smell. A genetic cross of Swiss Gold and Sour Tsunami, Swiss-Tsu is a potent pairing that can generate over 14% CBD with just 0.5% THC on average. Reeking of skunky, herbaceous terpenes and having the bright yet delicate flavor of orange peel on the exhale, Swiss Tsunami is a connoisseur CBD cut in a league of its own. Enjoy this strain to help relieve inflammation, nausea, and anxiety. "
1926,Tahoe Alien,"['Sweet', 'Earthy', 'Pine', 'Diesel', 'Skunk']",hybrid,"['Relaxed', 'Hungry', 'Happy', 'Talkative', 'Giggly', 'Creative', 'Euphoric']",['Dry Mouth'],"['Depression', 'Pain', 'Stress', 'Nausea', 'Headaches']",4.5,"Tahoe Alien is a 60/40 indica-dominant hybrid by Alien Genetics that will carry you straight into the cosmos. Bred by combining Tahoe OG Kush with Alien Kush, this phenotype inherits a subtle earthy aroma with notes of lemon and pine. Where this celestial strain really shines, however, is in its potency; prepare yourself for a full-body abduction that leaves behind stress, pain, insomnia, and nausea. While Tahoe Alien buds mature as early as 56 days, a 9-week flowering time is recommended for additional density and a more sedative effect."
1928,Tahoe Hydro Champagne,"['Citrus', 'Earthy', 'Flowery', 'Sweet', 'Lime']",hybrid,"['Euphoric', 'Happy', 'Energetic', 'Talkative', 'Uplifted', 'Tingly']",['Dry Mouth'],"['Depression', 'Stress', 'Fatigue']",3.7,"Tahoe Hydro Champagne is a complex sativa-dominant hybrid that challenges the palate while going easy on the body. With a refined melange of fruit, cheese, and floral undertones, this strain opens up like aged spirits and caresses the body with soothing effects. It is ideal for social gatherings, lending a conversational clarity to the mind and comforting relaxation to the body. Tahoe Hydro Champagne is a Jesus OG phenotype cultivated by Tahoe Hydroponic Company. "
1931,Tahoe Purps,"['Citrus', 'Earthy', 'Woody']",indica,"['Relaxed', 'Hungry', 'Creative', 'Sleepy']","['Dry Mouth', 'Anxious']",[],3.0,"Tahoe Hydro is up to their award-winning tricks again with their strain, Tahoe Purps. Created by combining Tahoe Hydro OG and the wise elderly indica, Grandaddy Purple, Tahoe Purps is sedative, body-melting strain that insulates the consumer inside a relaxing, carefree aura. This indica-dominant strain creates tight nuggets speckled with purple and trichomes. But unlike its older, grapey parentage, Tahoe Purps retains a strong citrus aroma reminiscent of OG genetics. These limonene terpenes are juxtaposed against earthy, floral undertones that also speak to the strain’s strong OG background.      "
1932,Taliban Poison,"['Diesel', 'Pine', 'Skunk']",indica,"['Relaxed', 'Hungry', 'Happy', 'Giggly', 'Aroused', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid']","['Depression', 'Pain', 'Cramps', 'Nausea', 'Headache', 'Muscle Spasms']",3.7,
1933,Tangelo,"['Citrus', 'Earthy', 'Sweet']",hybrid,"['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Focused']","['Dry Mouth', 'Paranoid']","['Depression', 'Stress', 'Fatigue', 'Eye Pressure', 'Inflammation']",4.3,"Tangelo (not to be confused with Tangelo Kush) is the sour citrus offspring of Tangerine Sunrise and Gorkle (The Fork x Rebel God Smoke). With obvious notes of tropical fruit and an unmistakable tangerine/orange juice aroma, Tangelo offers bright, pleasurable aromas and flavors worth sharing. This strain is especially useful for consumers seeking to nullify stress and fatigue while remaining fairly focused on the task at hand. Lovingly handcraft by Colorado Seed Inc., enjoy Tangelo’s physical and mental enhancement during the daytime to maximize its stimulation. "
1934,Tangelo Kush,"['Lemon', 'Sweet', 'Citrus', 'Peach']",hybrid,"['Relaxed', 'Talkative', 'Uplifted', 'Sleepy', 'Giggly']",[],"['Depression', 'Insomnia', 'Pain']",4.0,"A tangelo is a hybrid fruit that crosses the sweetness of a tangerine with the size and tartness of a pomelo (or grapefruit). So, it makes sense that Tangelo Kush, a tangy citrus hybrid, would be the cannabis equivalent. Chemdawg and Bermese Kush combine their unique and flavorful properties to turn Tangelo Kush into a delicious mixture of skunky, sour citrus zest that emphasizes flavor over potency. When ground into shake the diesel lemon musk is intensified and produces a smoke that is a sweet mix of sour and earthy notes when exhaled. The effects of Tangelo Kush go straight to your head and provide a relaxing solution to anxiety, depression, and can be a great way to stimulate your appetite."
1936,Tangerine,"['Orange', 'Citrus', 'Sweet']",hybrid,"['Relaxed', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches', 'Inflammation']",4.2,"Tangerine is a sativa-dominant hybrid, a 4th generation daughter of Ch9 Aroma. The fruity tangerine aroma is accompanied with notes of mango and pineapple. Indoor or outdoor grows can expect flowers between 7 and 8 weeks."
1937,Tangerine Dream,"['Citrus', 'Orange', 'Sweet']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Headaches', 'Inflammation']",4.4,"This winner of the 2010 Cannabis Cup was created by the illustrious Barney’s Farm. A strain for connoisseurs, Tangerine Dream is the hybrid daughter of G13, Afghani, and Neville's A5 Haze. Its ability to knock out pain while increasing energy is what makes Tangerine Dream so special. While too much Tangerine Dream may leave you stuck on the couch, this strain was handcrafted to meet the demands of working medical patients. Uplifting and euphoric, it provides users with mental clarity while deeply relaxing muscles. Tangerine Dream typically flowers in 8 to 10 weeks and features a citrusy aroma."
1938,Tangerine Haze,"['Citrus', 'Orange', 'Sweet']",hybrid,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted', 'Talkative']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Eye Pressure']",4.5,"Tangerine Haze is a sativa-dominant hybrid that is treasured for its distinct citrus smell and taste. This clone-only sativa originated in the Netherlands with the union of G13 Haze and NYC Diesel, and since then its popularity has spread to Canada, Colorado, and the West Coast. The zesty tangerine aroma accented with floral notes may be the hallmark of this strain, but its elevating, stress-relieving effects are also cherished by patients and recreational consumers. Tangerine Haze is a top-choice for daytime enjoyment, as its effects stimulate the mind and allow functionality. Growers recommend a 65-day flowering period for Tangerine Haze, when its citrus flavor peaks."
1939,Tangerine Kush,"['Citrus', 'Orange', 'Sweet', 'Tropical']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy', 'Hungry']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches']",4.1,"Tangerine Kush embodies the California sunshine. This cannabis strain got its name for both its citrusy flavor and its halo of bright orange hairs covering the bud. While the effects of this indica are particularly short-lasting, Tangerine Kush is potent with a quick onset. Providing consumers with a happy, body-heavy sensation, this strain is great for those looking for a lazy day at the beach. Tangerine Kush’s effects are felt more in the head than many other indicas. Upon first taste, consumers may feel uplifted and energized. After a few minutes, however, a heavy, lazy sensation kicks in. If you’re looking for a strain to help you relax, Tangerine Kush may be worth a try."
1940,Tangerine Man,"['Orange', 'Citrus', 'Pungent']",sativa,"['Hungry', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']",4.8,"From Leafs by Snoop comes Tangerine Man, a sativa-dominant hybrid that is perhaps the best of his new strains. With a citrus aroma and trichome-coated buds, expect a nice pick-me-up that pairs wonderfully with daytime physical activity."
1941,Tangerine Power,"['Citrus', 'Orange', 'Sweet']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Tingly', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headaches']",4.4,"Tangerine Power is a hybrid strain by Sin City Seeds that combines Agent Orange and Blue Power. As one might expect, Tangerine Power carries an unmistakable citrus aroma inherited from the Agent Orange parent. However, this hybrid takes after Blue Power in its paralyzing euphoria and full-body relaxation that trickles over both mind and body."
1942,Tangerine Sunrise,"['Citrus', 'Woody', 'Earthy', 'Sage']",sativa,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Tingly', 'Relaxed', 'Aroused']",[],"['Depression', 'Pain', 'Stress', 'Fatigue', 'Inflammation']",4.8,"Tangerine Sunrise is easily Colorado Seed Inc.’s most popular strain. It was listed as one of The Ten Best Marijuana Strains of 2014 in the Westerword and has only grown more popular since. With an outstanding aroma that has been described as freshly squeezed orange juice with just a touch of Haze muskiness, Tangerine Sunrise shines even before combustion. Its effects are kind to the body and light on the mind, eliciting a clearheaded mental buzz with positive euphoria. This all-day flower is deep green with red, rusty pistils. Its genetic lineage is Hawaiian Sunrise crossed with Tangenesia (Ghiesel Amnesia Haze x Tangerine Haze). "
1943,Tangie,"['Citrus', 'Orange', 'Sweet']",sativa,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted', 'Relaxed']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']",4.5,"Tangie is another fantastic offering from DNA Genetics in Amsterdam that has quickly gained popularity in its home and is spreading elsewhere. This strain is a remake of sorts of the popular version of Tangerine Dream that was sought-after in the 1990s. The genetics on this strain are a cross of California Orange and a Skunk hybrid, and its citrus heritage is the most evident in its refreshing tangerine aroma. As a plant, Tangie grows best outside, producing sticky buds that provide euphoric yet relaxed effects."
1944,Tangie Dream,"['Citrus', 'Orange', 'Sweet']",hybrid,"['Relaxed', 'Hungry', 'Euphoric', 'Creative', 'Talkative', 'Tingly', 'Focused', 'Uplifted', 'Happy']",[],"['Insomnia', 'Eye Pressure']",4.4,"Tangie Dream is a sativa-dominant hybrid strain that reeks of orange peel and rock candy. The strain’s overall sweetness permeates the flavor, leaving consumers with a subtle tartness on the exhale. Enjoy Tangie Dream throughout the day to elevate mood and stimulate the imagination. This strain can be motivating in smaller doses, but it has a tendency to insulate the consumer in an whimsical euphoria with continuous use. "
1945,Tangier Chilly,"['Citrus', 'Orange', 'Pine']",hybrid,"['Happy', 'Creative', 'Energetic', 'Talkative', 'Giggly', 'Uplifted']",[],[],5.0,"Tangier Chilly by Mr. Mack’s Snacks is an homage to Chilly Mack himself and the home of the tangerine. By blending Tangie x Larry OG x Pakistani, Mr. Mack emphasizes a euphoric Kush undertone with sweet citrus terpenes. The buzz is happy and lighthearted while being kind to the body. Mr. Mack swears by the stress-relieving and anxiolytics qualities of this strain. Enjoy Tangier Chilly and its indica-dominant hybrid effects throughout the day for an enjoyable, functional buzz. "
1946,Tangilope,"['Sweet', 'Citrus', 'Orange', 'Tropical']",sativa,"['Relaxed', 'Happy', 'Talkative', 'Uplifted', 'Focused', 'Energetic', 'Creative']","['Dry Mouth', 'Paranoid']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']",4.6,"Tangilope is a chocolatey, citrus blend of Tangie and Chocolope, two of DNA Genetics’ best sativas. It is best known for its intense terpene profile and exotic smell. The cerebral effects evoke happiness, giggles, and can stimulate creativity."
1947,Tango Kush,"['Mango', 'Tropical', 'Citrus', 'Sweet']",hybrid,"['Euphoric', 'Creative', 'Energetic', 'Focused', 'Uplifted', 'Happy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Anxious']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']",4.3,"Tango Kush by Potbox is a Mango Kush cross offering sweet funkiness in droves. With random forest aromas mixed in with the tart fruit, the smell of this strain is complex and pleasant. In traditional Kush fashion, Tango Kush offers a mid-level cerebral introspection alongside easy body effects. This strain remains functional in small to medium doses, but leans back into deep relaxation with heavy use.  "
1949,Tembo Kush,"['Woody', 'Sweet', 'Berry', 'Earthy']",hybrid,"['Happy', 'Energetic', 'Uplifted', 'Sleepy', 'Focused', 'Euphoric', 'Creative', 'Relaxed']",[],['Fatigue'],4.5,"Tembo Kush is the second of a Signature Series by BUDS Pasco, an indoor hydroponic farm in Washington. It is a sativa-dominant hybrid strain that combines genetics from Elephant, Durban Poison, and OG Kush. Derived from the Swahili word for “elephant,” Tembo Kush is influenced by its Elephant parent’s mammoth-sized buds, yields, and THC content. Durban Poison is an African sativa known for its sweet aroma, high-flying cerebral euphoria, and functional effects that keep you feeling productive, focused, and creative. OG Kush, famous among West Coast breeders for its stress-crushing euphoria, lends Tembo Kush dreamy, happy effects that keep bad moods at bay. Tembo Kush may be potent (with a THC content that can pass 22.5%), but it allows a degree of mental clarity that can be enjoyed any time of the day."
1951,Tesla,"['Pepper', 'Strawberry', 'Sweet', 'Tropical']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Giggly']",['Dry Mouth'],"['Depression', 'Stress', 'Inflammation']",4.7,"From Pacific Northwest breeder Alphakronic Genes, Tesla is a combination of two popular West Coast hybrids, Harle-Tsu and Gobstopper. Part of AKG’s new high-CBD line of genetics, Tesla carries one of the fruitiest terpene profile found in a high-CBD strain to date, with smells and flavors of raspberry, grape, blueberry and jasmine. Most phenotypes produce only 1-3% THC, which makes this a very good choice for treating certain symptoms and medical conditions in patients who don’t tolerate the psychoactive effects of cannabis very well."
1952,Tesla Tower,"['Berry', 'Blueberry', 'Flowery', 'Pepper', 'Sweet']",sativa,"['Relaxed', 'Creative', 'Energetic', 'Uplifted', 'Tingly']",[],"['Depression', 'Pain', 'Stress', 'Fatigue', 'Eye Pressure']",4.8,"A cross of Lazy Bee Garden’s favorite sativa hybrids, Tesla Tower is a robust strain with cerebral effects. This in-house cross offers the creative attributes of White Fire OG with the uplifting, energetic high of Snowcap, creating an upbeat buzz that is both stimulating and motivating. This strain is a helpful companion while getting chores done or going on an adventure. Tesla Tower was also runner up Best Sativa at the 2017 Dope Cup. "
